customerid,orders,total_spent,last_purchase
12754.0,3,3010.74,2011-04-18 09:00:00
15521.0,8,3000.2,2011-10-30 13:42:00
17659.0,12,2999.46,2011-11-22 13:29:00
17504.0,9,2997.0299999999997,2011-05-17 12:59:00
12670.0,5,2996.05,2011-11-29 15:23:00
14307.0,6,2995.72,2011-09-12 09:38:00
15687.0,9,2993.1,2011-12-01 08:33:00
14639.0,6,2984.49,2011-10-18 15:06:00
14032.0,11,2975.59,2011-12-07 15:23:00
15854.0,12,2969.12,2011-12-05 13:39:00
16497.0,6,2965.69,2011-10-21 10:55:00
17924.0,7,2962.5,2011-11-28 09:11:00
16686.0,7,2959.88,2011-10-23 13:49:00
14868.0,8,2953.59,2011-12-06 14:49:00
12916.0,4,2944.95,2011-07-24 10:35:00
17444.0,3,2940.04,2011-07-15 12:05:00
16316.0,8,2938.91,2011-10-06 13:48:00
17512.0,10,2924.9900000000002,2011-11-11 12:11:00
15606.0,9,2920.16,2011-10-09 15:47:00
12906.0,5,2919.81,2011-11-28 09:55:00
14112.0,7,2915.15,2011-11-17 12:30:00
12438.0,2,2906.85,2011-11-25 13:28:00
13451.0,5,2898.2599999999998,2011-11-13 15:58:00
17644.0,11,2895.64,2011-12-08 13:43:00
18144.0,12,2888.75,2011-12-02 12:46:00
12408.0,5,2888.55,2011-11-07 12:27:00
13735.0,4,2883.54,2011-11-15 11:14:00
16633.0,6,2883.1,2011-11-22 13:41:00
14251.0,5,2879.7000000000003,2011-12-08 08:32:00
17728.0,3,2876.01,2011-12-06 08:52:00
14005.0,5,2874.72,2011-11-30 12:41:00
15628.0,9,2870.2400000000002,2011-12-05 10:24:00
13901.0,5,2867.2,2011-09-28 14:48:00
12685.0,6,2863.08,2011-11-11 13:46:00
14530.0,6,2862.11,2011-11-14 10:38:00
18145.0,4,2861.55,2011-11-27 11:22:00
14535.0,3,2854.84,2011-10-10 15:39:00
14711.0,11,2839.62,2011-11-29 14:58:00
14852.0,6,2836.69,2011-10-12 13:20:00
14842.0,4,2824.69,2011-10-27 12:37:00
16928.0,17,2814.7,2011-09-20 15:10:00
16871.0,6,2812.34,2011-11-17 19:27:00
12356.0,3,2811.43,2011-11-17 08:40:00
18230.0,7,2810.2000000000003,2011-11-30 13:22:00
17596.0,7,2806.69,2011-11-16 14:11:00
14572.0,7,2804.54,2011-12-06 14:40:00
16081.0,5,2799.42,2011-10-14 13:06:00
13769.0,10,2796.51,2011-12-07 15:08:00
14903.0,5,2795.33,2011-11-18 16:07:00
12578.0,2,2794.51,2011-11-18 13:30:00
12758.0,2,2791.59,2011-08-15 10:22:00
17739.0,7,2791.35,2011-11-28 09:12:00
14626.0,4,2791.27,2011-11-16 10:37:00
16764.0,13,2790.9500000000003,2011-12-06 11:41:00
17213.0,7,2781.23,2011-10-30 14:53:00
12388.0,6,2780.66,2011-11-24 12:30:00
15984.0,10,2780.63,2011-12-07 12:16:00
14121.0,4,2780.15,2011-12-06 12:19:00
15993.0,7,2777.67,2011-12-01 10:45:00
13870.0,8,2770.94,2011-12-07 13:23:00
15114.0,10,2760.56,2011-11-09 15:05:00
13971.0,8,2758.26,2011-11-21 12:06:00
13230.0,14,2755.63,2011-12-05 16:03:00
15321.0,3,2748.31,2011-09-30 09:40:00
17084.0,2,2747.9900000000002,2011-11-04 14:54:00
12669.0,3,2744.0299999999997,2011-07-12 09:54:00
13174.0,3,2742.82,2011-11-23 14:35:00
14854.0,7,2740.03,2011-09-22 17:00:00
16003.0,5,2735.37,2011-11-10 09:57:00
12840.0,4,2726.77,2011-07-19 09:29:00
15673.0,4,2726.23,2011-09-12 16:12:00
12380.0,4,2724.81,2011-11-18 11:27:00
17838.0,5,2720.8,2011-11-13 11:20:00
14125.0,3,2720.63,2011-11-29 12:47:00
14808.0,8,2718.6,2011-10-31 12:21:00
15356.0,10,2718.03,2011-11-08 13:11:00
12708.0,10,2712.91,2011-11-10 09:52:00
16938.0,4,2711.6800000000003,2011-12-01 10:20:00
15696.0,8,2711.11,2011-11-06 14:02:00
17069.0,9,2709.7000000000003,2011-11-11 17:13:00
13285.0,4,2709.12,2011-11-16 13:19:00
15796.0,8,2708.61,2011-12-08 19:55:00
13654.0,6,2707.33,2011-10-27 16:24:00
14107.0,7,2703.23,2011-10-19 12:12:00
14732.0,8,2702.4900000000002,2011-12-01 14:34:00
17386.0,6,2686.42,2011-12-02 11:28:00
12625.0,2,2683.82,2011-05-12 09:54:00
13883.0,5,2674.48,2011-11-29 10:45:00
18097.0,6,2662.4,2011-12-02 11:16:00
14713.0,11,2662.2,2011-11-30 16:26:00
12360.0,3,2662.06,2011-10-18 15:22:00
14439.0,1,2661.24,2011-01-24 11:39:00
15671.0,7,2657.13,2011-11-21 12:43:00
12721.0,6,2656.13,2011-11-08 12:13:00
13851.0,3,2651.46,2011-09-05 12:36:00
16618.0,5,2647.59,2011-11-08 13:52:00
13658.0,5,2639.17,2011-11-30 10:13:00
17655.0,7,2638.94,2011-11-29 11:34:00
13771.0,4,2634.45,2011-10-06 14:18:00
12520.0,5,2634.26,2011-09-21 15:23:00
17402.0,13,2633.85,2011-12-05 10:15:00
18260.0,6,2628.35,2011-06-20 12:37:00
15752.0,7,2626.6,2011-10-31 11:37:00
13422.0,1,2626.3,2011-10-06 13:42:00
13644.0,4,2624.26,2011-11-23 14:07:00
17346.0,15,2622.88,2011-12-06 12:18:00
18210.0,6,2621.38,2011-12-08 11:02:00
16255.0,8,2619.91,2011-11-23 12:40:00
14262.0,8,2618.23,2011-12-01 14:17:00
13021.0,9,2616.38,2011-12-05 16:37:00
15782.0,3,2614.7400000000002,2011-11-30 10:49:00
14397.0,19,2612.96,2011-12-07 09:22:00
18075.0,10,2611.75,2011-11-16 15:21:00
12836.0,4,2610.36,2011-10-11 15:10:00
12726.0,7,2609.1,2011-11-11 13:35:00
13136.0,5,2607.61,2011-10-14 13:41:00
13983.0,12,2603.43,2011-11-10 11:06:00
17317.0,3,2600.34,2011-10-24 17:19:00
17965.0,14,2599.19,2011-11-02 09:31:00
12600.0,10,2599.04,2011-11-11 10:29:00
14408.0,7,2599.03,2011-11-29 11:41:00
13895.0,4,2593.07,2011-11-11 16:57:00
16919.0,11,2592.25,2011-07-06 13:35:00
16241.0,13,2590.31,2011-11-30 11:08:00
14243.0,10,2588.77,2011-12-01 11:12:00
13804.0,7,2588.39,2011-11-09 12:32:00
18077.0,11,2584.41,2011-12-01 13:32:00
13911.0,9,2580.91,2011-10-13 15:43:00
14546.0,5,2573.93,2011-12-04 13:00:00
18245.0,7,2567.06,2011-12-02 14:48:00
15485.0,3,2564.5,2011-11-09 14:31:00
16308.0,4,2560.0,2011-11-02 11:24:00
15033.0,10,2557.18,2011-12-05 12:40:00
16912.0,11,2555.58,2011-11-11 12:18:00
14334.0,8,2552.21,2011-11-23 10:01:00
14676.0,6,2548.2400000000002,2011-11-08 13:29:00
14776.0,11,2538.3,2011-10-19 15:34:00
17700.0,4,2534.64,2011-11-23 11:51:00
15572.0,7,2533.42,2011-12-05 10:09:00
14659.0,9,2529.93,2011-12-01 12:17:00
17314.0,8,2527.92,2011-11-15 09:41:00
14701.0,9,2526.09,2011-11-29 12:38:00
13394.0,8,2520.02,2011-12-08 11:36:00
17449.0,7,2519.21,2011-12-07 16:56:00
15245.0,3,2515.84,2011-07-28 18:56:00
13344.0,3,2511.69,2011-10-03 09:45:00
12352.0,8,2506.04,2011-11-03 14:37:00
13695.0,15,2504.13,2011-11-08 14:26:00
13471.0,4,2501.84,2011-12-08 15:44:00
15932.0,8,2495.87,2011-12-05 17:13:00
16477.0,7,2494.46,2011-10-07 09:44:00
15271.0,15,2493.34,2011-12-02 14:11:00
12483.0,8,2484.98,2011-11-22 17:02:00
12913.0,5,2483.63,2011-12-05 12:11:00
12517.0,5,2481.6,2011-11-11 14:04:00
14315.0,6,2481.13,2011-10-26 12:06:00
13507.0,4,2479.16,2011-12-06 13:13:00
13588.0,9,2478.95,2011-11-24 10:42:00
17682.0,6,2474.33,2011-11-29 15:59:00
17188.0,7,2474.23,2011-11-28 13:53:00
14766.0,6,2473.37,2011-12-01 16:05:00
16710.0,10,2467.99,2011-11-20 14:50:00
17164.0,7,2467.35,2011-11-07 09:14:00
12455.0,6,2466.86,2011-09-27 15:31:00
17131.0,5,2463.17,2011-12-04 12:52:00
15750.0,8,2463.05,2011-12-07 12:34:00
13784.0,11,2462.79,2011-11-30 09:33:00
13975.0,6,2461.2400000000002,2011-11-08 13:19:00
15674.0,5,2446.6,2011-09-27 15:17:00
14163.0,4,2445.91,2011-09-13 15:18:00
14502.0,11,2429.83,2011-11-20 11:50:00
17071.0,9,2429.03,2011-11-11 16:31:00
15527.0,8,2428.53,2011-11-21 12:17:00
13949.0,6,2427.32,2011-12-07 09:35:00
16143.0,6,2424.94,2011-12-06 14:13:00
17722.0,4,2424.04,2011-09-04 15:22:00
15089.0,6,2420.84,2011-11-29 16:31:00
15373.0,12,2415.91,2011-12-01 15:05:00
12397.0,2,2409.9,2011-11-04 09:52:00
17589.0,4,2404.17,2011-10-10 16:58:00
15980.0,3,2398.86,2011-09-12 09:41:00
18065.0,14,2392.83,2011-12-04 10:30:00
13141.0,5,2388.75,2011-09-16 09:54:00
15370.0,7,2386.05,2011-10-30 10:58:00
14493.0,5,2383.2400000000002,2011-12-02 16:14:00
14239.0,11,2380.85,2011-10-27 14:40:00
15270.0,7,2379.49,2011-11-24 09:24:00
13722.0,3,2375.41,2011-07-31 12:44:00
17434.0,7,2373.82,2011-12-07 13:16:00
13908.0,4,2369.55,2011-09-21 11:49:00
17530.0,10,2367.12,2011-12-08 18:42:00
15755.0,6,2364.25,2011-11-29 14:57:00
12457.0,7,2363.23,2011-10-04 13:13:00
14930.0,3,2362.96,2011-08-23 10:31:00
14030.0,8,2358.84,2011-11-21 16:48:00
17634.0,9,2358.59,2011-11-03 13:09:00
14440.0,5,2357.6800000000003,2011-12-01 15:42:00
15140.0,7,2354.25,2011-10-18 14:07:00
14309.0,9,2352.53,2011-12-01 13:33:00
12704.0,8,2340.84,2011-12-02 13:15:00
18259.0,3,2338.6000000000004,2011-11-15 12:34:00
12584.0,9,2338.15,2011-12-06 09:35:00
18257.0,8,2337.63,2011-10-31 14:48:00
15281.0,9,2332.15,2011-10-12 09:10:00
12782.0,5,2330.92,2011-12-05 09:16:00
15785.0,5,2328.9700000000003,2011-11-07 11:33:00
17313.0,1,2328.84,2011-11-08 15:45:00
17744.0,6,2322.4,2011-12-06 12:11:00
17211.0,8,2317.2200000000003,2011-11-13 12:03:00
14290.0,5,2314.65,2011-11-28 14:02:00
15365.0,7,2314.32,2011-11-14 08:29:00
17954.0,12,2314.13,2011-12-04 14:15:00
13704.0,9,2308.06,2011-12-04 15:13:00
15288.0,5,2306.52,2011-10-27 16:58:00
16550.0,5,2298.97,2011-08-23 11:12:00
15105.0,7,2298.93,2011-11-21 16:54:00
13115.0,4,2294.78,2011-11-28 12:38:00
15704.0,4,2293.62,2011-07-22 13:35:00
12615.0,4,2291.19,2011-12-07 15:02:00
17696.0,8,2285.71,2011-11-01 13:43:00
12684.0,7,2283.63,2011-12-02 09:53:00
14554.0,4,2279.4900000000002,2011-11-29 16:44:00
13994.0,6,2274.14,2011-12-06 11:05:00
13317.0,6,2273.68,2011-10-04 13:35:00
14466.0,7,2272.4,2011-11-10 14:07:00
16782.0,13,2267.9500000000003,2011-11-29 13:20:00
16057.0,7,2263.12,2011-11-23 15:23:00
16209.0,5,2262.62,2011-09-12 11:58:00
16293.0,10,2248.9900000000002,2011-11-18 09:58:00
13700.0,10,2248.63,2011-11-13 13:00:00
17442.0,6,2248.56,2011-11-03 09:17:00
14432.0,6,2248.5,2011-11-30 08:04:00
15235.0,12,2247.51,2011-05-06 09:44:00
16735.0,5,2247.41,2011-09-22 11:49:00
16771.0,5,2242.61,2011-11-06 13:28:00
13527.0,7,2242.36,2011-11-06 12:04:00
14211.0,9,2241.1,2011-10-17 13:23:00
14560.0,22,2237.77,2011-12-02 15:22:00
16076.0,10,2234.73,2011-12-06 14:59:00
18242.0,4,2232.4900000000002,2011-09-28 13:43:00
12783.0,6,2225.91,2011-12-07 15:56:00
13365.0,2,2225.37,2011-11-06 12:36:00
15834.0,4,2225.15,2011-09-30 14:41:00
15665.0,2,2222.21,2011-06-24 14:57:00
14825.0,12,2221.01,2011-12-06 11:38:00
15811.0,6,2218.62,2011-11-17 15:31:00
12876.0,2,2218.02,2011-10-13 12:26:00
14226.0,5,2214.79,2011-11-11 11:34:00
16743.0,7,2213.13,2011-11-10 13:13:00
15722.0,5,2211.21,2011-11-04 11:43:00
12653.0,2,2209.85,2011-07-14 10:41:00
13862.0,8,2209.36,2011-11-21 16:24:00
15797.0,4,2207.4,2011-08-18 17:04:00
15179.0,5,2206.95,2011-11-21 12:53:00
17591.0,7,2203.67,2011-09-27 13:42:00
15123.0,2,2199.31,2011-12-02 13:12:00
13831.0,6,2198.45,2011-11-23 15:41:00
14700.0,3,2195.1,2011-11-07 14:40:00
16628.0,5,2188.05,2011-11-10 12:45:00
17406.0,3,2184.42,2011-01-10 15:07:00
15394.0,4,2183.54,2011-11-30 11:49:00
12909.0,5,2178.67,2011-10-31 12:43:00
12856.0,6,2170.78,2011-12-02 10:52:00
12501.0,1,2169.39,2011-01-07 12:28:00
14341.0,8,2166.98,2011-10-25 15:48:00
12633.0,4,2163.98,2011-10-12 11:40:00
12935.0,7,2160.7,2011-12-07 17:25:00
16456.0,5,2158.18,2011-09-01 13:50:00
14407.0,6,2157.73,2011-08-24 14:02:00
16379.0,4,2157.4,2011-12-05 15:38:00
13224.0,2,2155.95,2011-10-10 14:55:00
16966.0,7,2154.97,2011-12-01 13:40:00
17272.0,4,2148.63,2011-10-28 16:37:00
14828.0,3,2139.76,2011-05-27 10:16:00
12560.0,3,2134.01,2011-12-04 13:54:00
13517.0,3,2128.42,2011-10-11 11:43:00
18061.0,10,2119.41,2011-11-18 11:20:00
13632.0,5,2118.93,2011-11-15 10:51:00
14360.0,4,2118.03,2011-11-08 09:12:00
18008.0,9,2116.19,2011-09-30 15:17:00
14691.0,5,2114.33,2011-11-09 12:30:00
13755.0,9,2108.06,2011-12-06 12:26:00
14640.0,6,2107.38,2011-11-15 13:07:00
18173.0,4,2106.84,2011-09-14 11:26:00
18093.0,4,2106.52,2011-09-07 15:43:00
14461.0,3,2103.06,2011-07-14 17:11:00
15058.0,11,2102.54,2011-11-14 14:57:00
15815.0,5,2100.6,2011-10-07 12:42:00
13126.0,8,2099.64,2011-12-05 10:00:00
12610.0,5,2099.54,2011-11-17 09:34:00
17861.0,8,2097.88,2011-12-06 16:21:00
17400.0,5,2097.84,2011-08-05 15:38:00
16875.0,5,2095.53,2011-10-03 13:39:00
17191.0,7,2093.68,2011-11-11 16:58:00
14306.0,2,2093.32,2011-10-19 13:23:00
13265.0,5,2092.66,2011-10-17 15:02:00
17490.0,7,2092.32,2011-12-09 09:08:00
13297.0,4,2089.85,2011-12-02 09:32:00
13571.0,12,2088.94,2011-11-27 10:47:00
18044.0,10,2088.6,2011-12-05 14:26:00
14810.0,11,2085.33,2011-10-30 11:19:00
16954.0,9,2085.08,2011-12-09 09:46:00
17768.0,3,2081.9,2011-12-01 13:22:00
16407.0,10,2079.68,2011-11-27 11:05:00
14696.0,7,2078.95,2011-12-05 13:43:00
14515.0,6,2076.89,2011-11-22 11:37:00
14209.0,6,2073.43,2011-11-29 10:18:00
18241.0,17,2073.09,2011-11-30 12:10:00
18231.0,5,2071.77,2011-05-31 14:18:00
18219.0,10,2069.77,2011-12-07 11:43:00
12948.0,7,2064.95,2011-11-23 17:10:00
12928.0,5,2062.7000000000003,2011-11-04 14:24:00
16281.0,1,2062.06,2011-09-28 14:57:00
14409.0,6,2059.4500000000003,2011-09-29 18:18:00
12518.0,5,2056.89,2011-12-09 10:13:00
17667.0,5,2055.51,2011-10-04 14:32:00
14188.0,6,2054.36,2011-11-09 12:45:00
16150.0,5,2053.02,2011-10-28 12:39:00
17086.0,6,2050.08,2011-12-02 13:54:00
17612.0,6,2048.45,2011-10-17 14:59:00
14232.0,5,2048.07,2011-10-28 11:09:00
18283.0,16,2045.53,2011-12-06 12:02:00
13495.0,5,2044.8700000000001,2011-12-02 11:21:00
17597.0,1,2044.3700000000001,2011-05-10 11:54:00
13450.0,6,2043.7199999999998,2011-11-13 11:54:00
14001.0,3,2043.0800000000002,2011-10-25 10:31:00
12585.0,2,2040.1,2011-04-19 13:39:00
17846.0,1,2033.1,2011-09-15 15:20:00
13630.0,7,2031.78,2011-12-04 15:16:00
16358.0,4,2027.5,2011-12-08 15:09:00
16409.0,5,2022.98,2011-11-03 16:45:00
14482.0,6,2022.81,2011-11-21 13:14:00
15341.0,1,2020.52,2011-09-20 09:40:00
17625.0,4,2020.4,2011-11-21 13:36:00
13593.0,5,2011.88,2011-08-23 13:35:00
18069.0,5,2009.24,2011-11-13 16:03:00
15372.0,1,2007.3999999999999,2011-07-25 16:39:00
16098.0,7,2005.63,2011-09-13 09:59:00
14217.0,17,2004.98,2011-12-08 11:53:00
14544.0,2,2004.3,2011-11-15 15:06:00
17082.0,2,2003.85,2011-11-06 15:17:00
16754.0,1,2002.4,2010-12-02 17:38:00
18188.0,3,2001.04,2011-11-24 16:46:00
13305.0,10,2000.86,2011-12-05 15:15:00
16698.0,2,1998.0,2011-04-27 10:52:00
17679.0,2,1992.1100000000001,2011-10-18 07:43:00
17088.0,4,1991.01,2011-11-11 14:23:00
17827.0,5,1987.33,2011-12-04 15:00:00
13590.0,6,1981.92,2011-11-28 12:54:00
17337.0,4,1981.06,2011-07-11 14:55:00
14462.0,11,1980.57,2011-10-04 15:55:00
13725.0,8,1980.56,2011-10-21 10:03:00
17422.0,6,1979.37,2011-11-23 13:27:00
18204.0,3,1975.35,2011-09-29 16:44:00
17090.0,7,1974.65,2011-12-05 13:44:00
15531.0,2,1972.39,2011-12-01 18:43:00
16341.0,4,1971.87,2011-11-15 09:12:00
12674.0,4,1970.6,2011-11-01 12:12:00
17790.0,14,1964.3,2011-11-13 11:30:00
17997.0,8,1962.46,2011-09-26 16:13:00
13246.0,6,1961.52,2011-11-21 16:50:00
14506.0,5,1960.65,2011-11-22 13:02:00
14498.0,5,1957.32,2011-10-28 12:09:00
12853.0,6,1957.1000000000001,2011-07-28 11:29:00
15493.0,5,1953.41,2011-11-07 12:04:00
17554.0,5,1952.45,2011-12-08 14:15:00
17218.0,10,1951.97,2011-12-05 13:52:00
14533.0,7,1949.72,2011-11-15 12:05:00
15814.0,4,1945.33,2011-11-23 08:17:00
14418.0,3,1937.25,2011-12-06 11:39:00
15864.0,6,1936.3200000000002,2011-11-17 13:32:00
15157.0,3,1936.07,2011-12-06 11:28:00
15351.0,7,1934.66,2011-11-27 12:52:00
12528.0,6,1933.48,2011-11-30 14:40:00
14655.0,4,1932.23,2011-12-01 16:28:00
13094.0,12,1927.3200000000002,2011-11-18 14:07:00
14653.0,7,1926.65,2011-12-08 13:45:00
15518.0,8,1921.55,2011-10-06 13:05:00
14978.0,5,1921.3700000000001,2011-09-28 13:07:00
14285.0,4,1910.01,2011-11-18 14:50:00
17228.0,8,1906.09,2011-11-24 10:24:00
16983.0,7,1905.87,2011-11-27 12:10:00
14210.0,6,1905.8400000000001,2011-08-26 12:36:00
15819.0,4,1905.45,2011-10-21 14:50:00
16942.0,9,1904.99,2011-11-27 12:40:00
14250.0,3,1904.05,2011-12-02 14:30:00
12762.0,2,1898.52,2011-12-02 10:23:00
14730.0,8,1897.57,2011-12-08 14:39:00
14934.0,2,1890.94,2011-09-19 10:10:00
12371.0,2,1887.96,2011-10-26 10:16:00
15641.0,4,1887.2,2011-08-26 14:04:00
16170.0,6,1885.05,2011-10-20 08:21:00
13890.0,10,1883.8100000000002,2011-12-08 15:36:00
16128.0,5,1880.22,2011-11-22 11:14:00
17738.0,4,1879.05,2011-11-20 15:05:00
17368.0,8,1878.87,2011-11-16 15:26:00
15367.0,4,1877.59,2011-10-13 14:13:00
17463.0,5,1875.86,2011-11-23 13:40:00
16986.0,2,1873.2,2011-11-10 11:55:00
13982.0,4,1871.81,2011-10-31 16:24:00
15021.0,9,1871.77,2011-12-01 11:53:00
17469.0,5,1870.97,2011-11-23 13:15:00
16841.0,6,1869.82,2011-11-03 11:51:00
17870.0,12,1865.89,2011-12-07 15:07:00
16426.0,10,1863.76,2011-12-07 14:01:00
16201.0,4,1863.47,2011-12-06 16:02:00
14887.0,1,1862.0,2011-09-21 15:32:00
12423.0,8,1859.31,2011-12-09 10:10:00
14305.0,3,1858.96,2011-09-29 15:29:00
12963.0,8,1856.63,2011-12-01 12:55:00
17293.0,9,1854.06,2011-12-01 14:37:00
14472.0,8,1852.67,2011-08-28 11:01:00
16979.0,6,1852.0,2011-12-06 12:21:00
12383.0,5,1850.56,2011-06-08 08:02:00
17873.0,5,1848.96,2011-09-20 16:41:00
12381.0,5,1845.31,2011-12-05 12:44:00
17519.0,6,1844.02,2011-11-22 16:43:00
14524.0,9,1843.83,2011-11-08 12:29:00
18180.0,6,1843.75,2011-12-05 08:39:00
12950.0,3,1843.0,2011-12-07 13:17:00
16102.0,3,1842.14,2011-10-28 13:19:00
16455.0,7,1841.18,2011-10-07 12:17:00
14113.0,4,1840.42,2011-12-06 12:18:00
14216.0,4,1839.3,2011-12-06 14:56:00
13924.0,6,1838.8500000000001,2011-12-08 09:39:00
17015.0,3,1838.6100000000001,2011-11-11 10:45:00
14459.0,1,1837.92,2011-07-07 13:35:00
18287.0,3,1837.28,2011-10-28 09:29:00
13650.0,6,1836.34,2011-11-23 12:22:00
15827.0,14,1836.0900000000001,2011-09-27 15:35:00
14665.0,5,1835.7,2011-10-10 09:14:00
13421.0,2,1833.71,2011-10-30 14:21:00
16152.0,1,1829.04,2011-03-16 09:47:00
15203.0,6,1827.8,2011-11-14 08:16:00
17702.0,4,1824.37,2011-11-09 16:03:00
16153.0,5,1824.23,2011-10-21 10:50:00
17705.0,9,1823.52,2011-12-06 13:45:00
16169.0,4,1822.97,2011-12-01 15:28:00
17828.0,4,1820.09,2011-11-17 08:41:00
13048.0,4,1819.41,2011-11-25 13:23:00
17787.0,4,1817.54,2011-07-10 11:24:00
17629.0,8,1814.12,2011-12-04 10:56:00
15260.0,7,1810.77,2011-08-31 13:55:00
16474.0,7,1810.65,2011-12-02 13:02:00
13481.0,5,1804.56,2011-10-25 09:07:00
17663.0,7,1802.91,2011-11-14 08:56:00
15812.0,5,1801.14,2011-08-24 14:19:00
16249.0,5,1800.07,2011-10-18 10:07:00
13562.0,3,1799.33,2011-09-19 10:51:00
13196.0,4,1797.78,2011-11-28 13:54:00
17648.0,4,1797.5,2011-10-10 09:41:00
12348.0,4,1797.24,2011-09-25 13:13:00
18235.0,3,1796.48,2011-09-29 08:27:00
13134.0,4,1793.58,2011-09-15 10:35:00
18179.0,6,1793.17,2011-11-30 16:23:00
18122.0,6,1793.06,2011-12-01 13:08:00
13510.0,4,1791.56,2011-12-08 13:46:00
12523.0,11,1789.77,2011-11-20 12:55:00
14215.0,6,1789.72,2011-11-28 12:19:00
14621.0,5,1788.3600000000001,2011-12-08 16:22:00
13875.0,5,1786.79,2011-10-17 09:36:00
14608.0,4,1785.15,2011-12-05 16:52:00
14935.0,1,1784.71,2011-02-15 14:44:00
15220.0,6,1778.96,2011-10-19 12:39:00
12645.0,4,1775.18,2011-11-06 12:38:00
17092.0,4,1774.03,2011-10-20 19:51:00
15594.0,5,1771.78,2011-11-24 08:53:00
15473.0,7,1771.2,2011-11-25 15:15:00
16681.0,6,1770.34,2011-09-28 11:11:00
16719.0,7,1770.22,2011-11-25 09:27:00
13456.0,6,1766.72,2011-11-22 09:18:00
16751.0,1,1764.72,2011-11-09 10:48:00
12424.0,2,1760.96,2011-06-30 12:06:00
12823.0,5,1759.5,2011-09-26 07:35:00
12349.0,1,1757.55,2011-11-21 09:51:00
15241.0,8,1756.44,2011-10-04 09:05:00
16359.0,9,1750.92,2011-12-02 17:04:00
13808.0,5,1747.66,2011-12-04 12:18:00
15067.0,3,1744.76,2011-09-22 13:20:00
15950.0,4,1744.71,2011-11-08 11:09:00
16380.0,1,1743.1499999999999,2011-10-09 15:40:00
13157.0,4,1741.22,2011-10-21 13:50:00
14595.0,6,1740.6,2011-11-20 12:12:00
17930.0,5,1740.48,2011-11-04 10:23:00
17353.0,2,1740.0,2011-08-02 17:19:00
17457.0,5,1737.7,2011-08-05 12:48:00
15050.0,3,1737.69,2011-11-14 16:17:00
14673.0,5,1736.4,2011-12-06 14:31:00
17043.0,4,1735.18,2011-11-07 15:33:00
14387.0,3,1727.6,2011-11-07 12:29:00
13564.0,3,1724.67,2011-07-18 14:33:00
17451.0,7,1721.4,2011-12-08 15:02:00
14834.0,6,1720.3,2011-11-22 10:30:00
15267.0,5,1717.36,2011-11-17 15:59:00
17162.0,10,1715.46,2011-11-11 11:34:00
13763.0,1,1714.96,2011-10-07 15:13:00
17147.0,4,1714.59,2011-11-17 12:32:00
14441.0,4,1712.89,2011-12-09 09:07:00
17750.0,9,1710.45,2011-12-04 14:09:00
12405.0,1,1710.39,2011-07-14 08:52:00
15947.0,1,1708.24,2011-09-18 10:46:00
12407.0,5,1708.1200000000001,2011-10-21 10:11:00
16902.0,1,1706.88,2011-08-15 14:17:00
15240.0,5,1706.57,2011-10-26 09:50:00
16398.0,2,1705.8,2011-07-08 15:16:00
16791.0,7,1705.78,2011-11-10 19:12:00
12843.0,8,1702.26,2011-10-05 12:09:00
17193.0,7,1699.3000000000002,2011-11-04 12:47:00
13824.0,5,1698.94,2011-11-07 12:41:00
17813.0,5,1698.07,2011-11-25 16:13:00
12764.0,1,1693.88,2011-01-27 10:19:00
16007.0,4,1693.81,2011-10-23 11:05:00
14245.0,2,1693.45,2011-05-04 08:40:00
16671.0,3,1692.27,2011-11-11 13:40:00
16775.0,11,1691.51,2011-11-29 15:22:00
15380.0,5,1690.2600000000002,2011-12-01 12:13:00
17152.0,3,1689.5,2011-05-29 12:19:00
12635.0,2,1689.18,2011-09-11 11:04:00
13162.0,4,1688.29,2011-08-09 15:59:00
13577.0,4,1687.6000000000001,2011-11-14 15:19:00
17282.0,3,1685.46,2011-08-01 14:29:00
15549.0,3,1681.46,2011-09-23 16:22:00
16638.0,10,1680.72,2011-11-17 11:09:00
13149.0,4,1676.06,2011-11-25 13:09:00
17656.0,5,1674.69,2011-09-27 13:04:00
13184.0,10,1668.95,2011-11-25 12:02:00
17754.0,5,1664.65,2011-12-09 11:20:00
12912.0,5,1662.3,2011-12-07 08:55:00
12530.0,4,1662.28,2011-10-11 12:34:00
15214.0,8,1661.44,2011-12-08 12:07:00
15332.0,4,1661.06,2010-12-08 14:43:00
12967.0,2,1660.9,2010-12-16 19:10:00
16115.0,8,1660.8799999999999,2011-11-30 11:32:00
14045.0,4,1659.75,2011-08-22 15:27:00
15953.0,8,1657.28,2011-11-24 15:32:00
15826.0,3,1654.31,2011-10-14 16:05:00
16813.0,10,1652.18,2011-12-01 14:03:00
16711.0,5,1651.03,2011-12-06 16:32:00
14837.0,4,1649.5,2011-09-11 10:58:00
13647.0,4,1648.1200000000001,2011-11-30 12:00:00
17284.0,6,1647.48,2011-10-10 14:38:00
13750.0,5,1647.26,2011-10-17 12:16:00
13012.0,8,1646.8400000000001,2011-11-30 13:05:00
12657.0,4,1643.18,2011-11-28 15:47:00
15002.0,4,1641.76,2011-08-16 10:44:00
14573.0,9,1639.82,2011-06-13 11:15:00
13627.0,5,1638.47,2011-10-11 14:20:00
15024.0,10,1636.43,2011-11-30 12:06:00
12398.0,1,1635.6599999999999,2011-10-25 10:27:00
15122.0,3,1633.78,2011-08-17 16:48:00
14164.0,2,1631.77,2011-09-30 12:24:00
